gene,level
HOXD1,124
NFE2L1,124
EYA3,124
HESX1,124
HOXC8,124
ZNF202,124
GCM1,124
SNAPC1,124
ANXA13,124
B9D1,124
BBIP1,124
BBS9,124
CAPRIN2,124
CCDC28B,124
CHRNA6,124
COLEC10,124
DNMBP,124
DZANK1,124
FAM118A,124
FAM131C,124
FAM185A,124
FAM200A,124
FAM220A,124
GDE1,124
IGIP,124
IGSF11,124
JPT2,124
KLHL4,124
LCE6A,124
LHFPL4,124
LYPD6,124
MIEN1,124
MMRN2,124
MUC7,124
NFS1,124
NTN5,124
OR2Z1,124
PEX14,124
PLAC8,124
PNMA6E,124
PRSS53,124
PUDP,124
RBFA,124
SH3BP5L,124
SLC46A1,124
SNX25,124
SVIP,124
TMEM179,124
TMEM64,124
TRAPPC13,124
UBE3D,124
UFSP2,124
XKR4,124
ZNF343,124
ZNF483,124
ZSCAN12,124
ZSCAN18,124
ZSCAN23,124
ZSCAN25,124
ZSCAN9,124
PHB2,125
PSMD9,125
POLR3C,125
CRX,125
CREB3,125
PHF12,125
TFPT,125
POU2F3,125
OTX1,125
ADAD1,125
ADAT1,125
ANKMY2,125
ANKRD18A,125
ANKRD18B,125
ANKRD20A1,125
ANKRD20A3,125
ANKRD20A4,125
ANKRD49,125
ANKRD61,125
ARHGAP28,125
ASB16,125
BORCS8,125
C10orf143,125
C12orf57,125
C1QL2,125
C4orf47,125
CAMK2N1,125
CATSPERZ,125
CCDC201,125
CDRT1,125
CGB3,125
CPNE9,125
DNAH7,125
DPP3,125
DUXB,125
EIF1AD,125
ERP29,125
ERVV-1,125
ERVV-2,125
EVA1A,125
EVX2,125
FASTKD1,125
FNIP2,125
FOXB2,125
FSCB,125
GALNT13,125
GRINA,125
KANK3,125
LGALS14,125
LGALS16,125
LNPK,125
MDGA2,125
MFSD10,125
NBPF12,125
NID2,125
NIPAL2,125
NT5DC3,125
OOSP1,125
OOSP2,125
OR6C74,125
OSBPL7,125
PANK1,125
PANK3,125
PCDH12,125
PCNX3,125
PERM1,125
PLAC9,125
POMZP3,125
PPP1R16B,125
PPP1R27,125
PRR19,125
PRRG1,125
PTGES2,125
RAB4B,125
RTP3,125
SCAMP1,125
SCLY,125
SLC25A48,125
SPATS2,125
STX10,125
TMEM131L,125
TMEM184B,125
TMEM244,125
TMEM69,125
TMEM86A,125
TMIGD1,125
TTC23,125
TXNDC16,125
U2AF1L5,125
VASH2,125
VPS11,125
VSTM2B,125
ZKSCAN2,125
ZNF14,125
ZNF154,125
ZNF468,125
ZNF474,125
ZNF506,125
ZPBP,125
ZSCAN32,125
TAF10,126
TP73,126
NFKBIB,126
HDAC11,126
CREB3L3,126
ELF3,126
EMX2,126
CERS2,126
TSC22D3,126
PHF23,126
UBN1,126
FIZ1,126
ABHD12,126
ABHD16A,126
ABHD4,126
AGMAT,126
AKNA,126
ALKBH7,126
ANKRD34A,126
ARFGEF3,126
ATE1,126
AVIL,126
C12orf73,126
C1orf159,126
CACNA2D4,126
CALHM1,126
CCDC189,126
CCDC40,126
CCDC58,126
CDC42EP4,126
CDC42SE1,126
CDPF1,126
CFAP221,126
CFAP47,126
CFAP54,126
CHCHD6,126
CKMT1A,126
CLDN10,126
CLDN15,126
CNEP1R1,126
COG2,126
COQ4,126
DDHD1,126
DERL2,126
DTHD1,126
FAM136A,126
FAM222B,126
FAM71D,126
FGD5,126
GDPD1,126
GGCT,126
GGT6,126
IMPG1,126
KCNJ13,126
KLHDC2,126
KLHL17,126
L3HYPDH,126
LCE2D,126
LENG9,126
LIPH,126
LIX1L,126
LPCAT4,126
LRIT1,126
LRRC3,126
LUZP2,126
M1AP,126
MAIP1,126
MCRIP2,126
MCUB,126
MGAT4C,126
MICU3,126
MIEF1,126
MRPL45,126
MTFR1L,126
MTMR11,126
MTMR9,126
MTX1,126
MYO19,126
NANOGNB,126
NAPEPLD,126
NBPF11,126
NCBP2AS2,126
NFU1,126
NUDT17,126
OAZ2,126
OAZ3,126
OCM2,126
OPN1MW3,126
OR9Q1,126
PAAF1,126
PAIP2B,126
PAM16,126
PITPNM3,126
PLA2G15,126
PLAAT5,126
PLEKHB1,126
PPEF2,126
PSMG3,126
PSMG4,126
QSOX2,126
RADIL,126
RASL10B,126
RGS9BP,126
RS1,126
SAMD11,126
SLC13A1,126
SLC22A13,126
SLC24A1,126
SLC38A5,126
SMIM12,126
SPAG16,126
SPAG6,126
SPATA17,126
SPRED3,126
STK25,126
STOML3,126
STX8,126
STXBP5L,126
SULT1A3,126
SULT1A4,126
SYT5,126
TARM1,126
TBC1D32,126
TIMM21,126
TIMM23,126
TIMM23B,126
TIMMDC1,126
TLCD4-RWDD3,126
TLCD5,126
TMEM11,126
TMEM37,126
TNFAIP8L1,126
TOMM40L,126
TOMM5,126
TPRX1,126
TRMT10A,126
TRMT10B,126
TRPM5,126
TTC19,126
TYSND1,126
VSTM1,126
ZNF248,126
ZNF425,126
PPARD,127
GTF2F2,127
HTATIP2,127
LHX9,127
PBX2,127
PER1,127
POU3F3,127
ABI3BP,127
ACER2,127
ACER3,127
ALG9,127
ANKRD35,127
APCS,127
ARHGEF39,127
ASAH2,127
B4GALT5,127
B4GALT6,127
C1QL3,127
C1orf116,127
C2orf81,127
CABLES2,127
CERS3,127
CERS4,127
CERS5,127
CLN8,127
CUTC,127
DEGS1,127
DEGS2,127
EBPL,127
ELOVL1,127
ENPP7,127
FAM117B,127
FAM171B,127
FSD1,127
GALNT1,127
GBA2,127
H1-7,127
H7C4K7_HUMAN,127
HCCS,127
HPCAL4,127
IFITM10,127
IMPAD1,127
IQCN,127
KDSR,127
LAD1,127
LINC00672,127
LMF1,127
METTL22,127
MFSD2B,127
MYPOP,127
NAT14,127
NKPD1,127
ORMDL1,127
ORMDL2,127
OSBPL3,127
PDE8A,127
PRR15L,127
PRR7,127
PRR9,127
RDH13,127
RELL1,127
SAMD8,127
SERPINA10,127
SGMS1,127
SGMS2,127
SGPP2,127
SLC23A3,127
SLC26A8,127
SLC44A4,127
SPINT3,127
SPNS2,127
SPTSSA,127
SPTSSB,127
TBC1D21,127
TMCC3,127
TMEM102,127
TMEM158,127
TMEM74,127
TRAPPC6A,127
TSPAN1,127
TSR3,127
UGGT2,127
VPS35L,127
ZNF319,127
ZNF579,127
ZNF784,127
ZNF787,127
TTF2,128
PKNOX1,128
PDX1,128
USF2,128
NHLH2,128
HOXB8,128
AADACL2,128
AADACL3,128
AADACL4,128
AGPAT1,128
ANGPTL6,128
BSDC1,128
C14orf177,128
CBY2,128
CCDC188,128
CCDC88B,128
DENND10,128
DHRS13,128
DHRS7,128
DIP2C,128
FUOM,128
GFOD1,128
GPRC5A,128
IGDCC4,128
ITIH1,128
KCTD4,128
KLK15,128
KRT35,128
LIPG,128
LPIN2,128
MAP7D3,128
MFSD2A,128
NCEH1,128
NDOR1,128
NDUFAF4,128
NDUFC2-KCTD14,128
NUDT6,128
PGAP6,128
SEPTIN8,128
SLC38A1,128
SMIM17,128
SPATC1L,128
SPIN2A,128
SRGAP1,128
SSNA1,128
ST20,128
ST3GAL5,128
TMEM184A,128
USP38,128
ZFP92,128
ZNF135,128
ZNF330,128
HHEX,129
CTCFL,129
FOXK2,129
HOXB6,129
BACH1,129
ACOT7,129
ATP10A,129
AZIN2,129
B4GALNT4,129
BORCS6,129
C16orf58,129
CEP89,129
CNGA2,129
CRLS1,129
DENND6A,129
FADS6,129
GDAP2,129
H7C0S8_HUMAN,129
HES2,129
KIAA0355,129
LSS,129
MOCS1,129
MTHFD2L,129
NAT8L,129
NRBP2,129
OR6N1,129
OR8H1,129
PHYH,129
PHYHD1,129
PIGL,129
PIGW,129
PYROXD2,129
R3HCC1L,129
RETSAT,129
RTF2,129
SDSL,129
SLC12A4,129
SLITRK1,129
SMIM28,129
SMPDL3B,129
U3KQP1_HUMAN,129
VTI1A,129
WDR87,129
ZNF566,129
ZNF616,129
ZNF75D,129
TCF21,130
HOXC10,130
ASAP3,130
CACNB1,130
CERT1,130
CFAP99,130
COBLL1,130
CRISP2,130
DGKB,130
DHRSX,130
FAM241A,130
HES7,130
IFFO2,130
KCNK16,130
NEU3,130
PDE1B,130
R3HDML,130
TMEM212,130
XAGE3,130
YPEL4,130
ZBTB39,130
ZNF221,130
ZNF710,130
ZNF888,130
EYA4,131
HOXB4,131
PDGFD,131
TBX20,131
ENSP00000398526,131
EXT2,131
OLFM2,131
TIGD4,131
WDR63,131
EGR2,132
SALL4,132
ADHFE1,132
C9orf50,132
CBLN2,132
CEACAM16,132
COG5,132
CSRNP3,132
DNASE1L2,132
ENPP5,132
GPSM2,132
GSDME,132
INKA2,132
JCAD,132
MYO1A,132
NDRG4,132
OR5L1,132
PDGFRL,132
PDZD2,132
PDZRN3,132
SCGB3A2,132
SGCZ,132
SLC25A21,132
STRC,132
TECTB,132
THSD7B,132
TMPRSS4,132
TRIOBP,132
ZNF570,132
CEBPA,133
CBX8,133
ADAMTS18,133
ADAMTSL3,133
ADO,133
B3GNT7,133
C1orf141,133
CALHM3,133
CCNQ,133
FGD4,133
GASK1B,133
KIF1A,133
KIF1C,133
LAYN,133
LSAMP,133
OTOP1,133
SELENOS,133
PML,134
THRAP3,134
BATF3,134
HOXA10,134
FUT1,134
MT1A,134
SLC22A6,134
SORCS2,134
SORCS3,134
SPP2,134
ZNF618,134
ZNF717,134
PRPF4B,135
FOXC1,135
BATF,135
TRIP11,135
ZNF451,135
HOXA3,135
ACOT8,135
CCDC110,135
CELA3B,135
CLNK,135
EXPH5,135
GTDC1,135
INSYN2B,135
MPZL2,135
RTL6,135
SNX22,135
TRIM34,135
RUNX3,136
PNN,136
FOXP1,136
ZNF638,136
JUNB,136
ZIC2,136
MZF1,136
CREBZF,136
MEOX1,136
ANGPTL7,136
ASB10,136
BTBD7,136
C12orf50,136
C3orf38,136
CAAP1,136
CAPG,136
CCDC27,136
CCDC87,136
COG3,136
COG6,136
CPAMD8,136
DLEU7,136
ECRG4,136
FAM216B,136
FAM76B,136
FAM83B,136
GIN1,136
GOLGA3,136
GSTCD,136
IFT46,136
MGAT4B,136
NHS,136
NKAPL,136
NUDT18,136
OR52N1,136
OR52N5,136
OVCH2,136
PCNX4,136
PDE7A,136
PGM5,136
PTGR2,136
PXDC1,136
SLC26A2,136
SLC35D1,136
SLCO3A1,136
STX16,136
TBC1D23,136
TMTC3,136
TPPP,136
TTC34,136
ZNF311,136
ZNF37A,136
ZNF804B,136
KAT2B,137
FOSB,137
LZTR1,137
ETV4,137
ETV5,137
PRDM14,137
TLX3,137
ZBTB48,137
INSM1,137
TFCP2,137
ACAP3,137
ACYP2,137
AGTPBP1,137
ANKRD13C,137
ARHGEF15,137
BTN3A1,137
C20orf141,137
CEP295,137
CEP41,137
CEP78,137
CEP95,137
CREBL2,137
CSAD,137
CTAGE1,137
ENGASE,137
ENOX2,137
EPB41L2,137
EVA1B,137
FBXO33,137
FOXD4,137
GADL1,137
GPR137,137
GPR61,137
GSDMC,137
HTR3E,137
IRGC,137
KIF6,137
KIR3DL3,137
KRT82,137
LRFN5,137
LRRC3B,137
MGARP,137
MYO18B,137
NOS1AP,137
NTAN1,137
OR10X1,137
OR5K4,137
PCCA,137
PGAP1,137
PILRB,137
RFLNA,137
RNASET2,137
RNF113B,137
SEMA3G,137
SHISA8,137
SHKBP1,137
SLC30A2,137
SPATA3,137
SPZ1,137
SULT6B1,137
TMEM100,137
TMEM65,137
TMEM82,137
TPMT,137
TSEN15,137
WNK2,137
ZMAT4,137
ZNF28,137
ZNF700,137
ZNF726,137
ZNF783,137
ZNF839,137
ZNF862,137
ZBTB16,138
ZNRD1,138
MSX1,138
EZH1,138
CNOT4,138
KLF5,138
TAF13,138
SUPT7L,138
FLI1,138
RXRG,138
EN1,138
NKX6-1,138
A2ML1,138
ANKRD29,138
BCDIN3D,138
CADM2,138
CHPF2,138
CHST10,138
CPTP,138
CPZ,138
CRLF1,138
CTTNBP2NL,138
DPY19L3,138
DXO,138
ENSP00000470615,138
FAM160A2,138
FAM160B2,138
FPGT-TNNI3K,138
GABRB2,138
GRIK3,138
HS3ST5,138
JPH4,138
KRT24,138
LLCFC1,138
LMF2,138
LRRC74A,138
LRRC75B,138
LYPLAL1,138
MAN1B1,138
MRPS24,138
NAIF1,138
NAT8,138
NAT9,138
NLRP13,138
P2RX6,138
PCMTD2,138
PGAP3,138
PPP1R3G,138
PRB2,138
PSKH1,138
QPCTL,138
RAB11FIP5,138
RHOXF2B,138
SERPIND1,138
SEZ6L,138
SHISA6,138
SLC2A6,138
SLC30A3,138
SLCO5A1,138
STRIP1,138
STRIP2,138
SYT14,138
SYT16,138
TBC1D13,138
TM6SF1,138
TMCO6,138
TMEM121B,138
TMEM129,138
TMEM160,138
TNNI3K,138
TRABD,138
VPS9D1,138
ZFYVE27,138
ZNF121,138
ZSCAN22,138
ZSWIM8,138
ZXDB,138
TRIM21,139
SRSF9,139
SMURF2,139
ARID1B,139
TRIM29,139
TGFB1I1,139
BDP1,139
CNOT8,139
PCGF6,139
ESRRB,139
TWIST2,139
CEBPG,139
NPAS2,139
HOXB3,139
ANXA3,139
ARMCX2,139
ASB14,139
BTBD16,139
C16orf70,139
CCDC121,139
CCDC127,139
CFAP126,139
CGB1,139
CHRNA4,139
COG1,139
COG7,139
CRISPLD2,139
ELMOD3,139
EMILIN3,139
ENSP00000466140,139
ENTPD4,139
ERC2,139
ERO1B,139
FAM149B1,139
FAM214B,139
FNDC7,139
GIMAP1,139
GML,139
GNE,139
H0YJX3_HUMAN,139
KBTBD13,139
KBTBD6,139
KCTD6,139
KCTD7,139
KLHDC10,139
KLHL11,139
KLHL25,139
KLHL41,139
KRTCAP3,139
LBH,139
LRRC10B,139
LYPD2,139
LYPD4,139
MAMDC4,139
MTERF4,139
MYOZ3,139
NAA20,139
NAA30,139
NSG1,139
PDE10A,139
PIGG,139
PRTFDC1,139
PRXL2A,139
RASGRP4,139
RSRP1,139
SKOR2,139
SLC25A40,139
SLC27A6,139
SPIN4,139
SPTY2D1,139
SYT6,139
TEKT1,139
THG1L,139
TMEM167B,139
UNC79,139
WDR47,139
ZKSCAN5,139
ZNF266,139
ZNF324B,139
ZNF385B,139
ZNF582,139
TP53BP1,140
IRF5,140
FOXA2,140
PHF1,140
BCR,140
HELZ,140
KCNIP3,140
SMAD1,140
HOXA1,140
B3GNT9,140
BPIFA2,140
BTG4,140
C8B,140
CCSER2,140
COPZ2,140
CUEDC1,140
DENND2B,140
EHD2,140
ENSP00000498408,140
FANCD2OS,140
GAS8,140
GBP6,140
GIPC3,140
GJB3,140
GJB5,140
GLIPR1L2,140
GOLPH3L,140
GPBP1L1,140
GRIN3B,140
GRXCR1,140
HHATL,140
HTN3,140
ILDR1,140
IQCC,140
K7EQS6_HUMAN,140
KRT36,140
LHFPL5,140
LONRF3,140
LRRC27,140
LRRC37A2,140
LY6D,140
LYPD3,140
MILR1,140
MRGPRF,140
MUSTN1,140
N4BP2L1,140
N4BP2L2,140
NHLRC1,140
OTOA,140
PJVK,140
PLEKHH2,140
PLGRKT,140
PNLDC1,140
PRSS23,140
PRSS37,140
PSTPIP2,140
PWWP3B,140
RBAK-RBAKDN,140
RBM18,140
RIBC1,140
SCFD1,140
SCML4,140
SEPSECS,140
SLC25A23,140
SLC25A24,140
SLC25A25,140
SLC25A41,140
SLC39A3,140
SMIM15,140
SUSD3,140
SYNGR3,140
TAP2,140
TBCB,140
TCN1,140
TECTA,140
TMEM242,140
TMEM63B,140
TMIE,140
TMPRSS3,140
TOB2,140
TPRG1,140
TPRN,140
UQCRHL,140
ZNF669,140
ZNF738,140
ZNF761,140
HCFC1,141
TFDP1,141
TOPORS,141
SMG6,141
SOX3,141
SAP30,141
ACAP2,141
AMER3,141
APBA3,141
ATMIN,141
BLOC1S6,141
C16orf90,141
C1GALT1,141
CACNA1E,141
CACNA1F,141
CDC42EP2,141
CLDN14,141
CMBL,141
CSHL1,141
CTXN1,141
CXorf58,141
DNPEP,141
DPP8,141
ETFRF1,141
FAM160B1,141
FAM92B,141
GALNTL5,141
GDAP1,141
GGT5,141
GPR63,141
HEATR5B,141
IL17REL,141
KCNAB1,141
KCNAB2,141
KCNN1,141
KIAA0408,141
KLHL32,141
KRTAP5-4,141
LCE1B,141
LYRM9,141
MARF1,141
MGAT5B,141
MSANTD3,141
NAAA,141
NECAP1,141
NOSIP,141
NUTM2E,141
OPTC,141
PGA5,141
PITPNC1,141
PLD4,141
POMT1,141
PRELID3A,141
PRELID3B,141
PRR12,141
PRR20D,141
RAB3GAP1,141
RAPGEF6,141
RCE1,141
SDHAF1,141
SEC22C,141
SEMA3C,141
SH2D5,141
SLC16A14,141
SLC46A2,141
SLFN12L,141
SNX16,141
SYT2,141
SYTL4,141
TP53I11,141
TSEN34,141
VAMP5,141
VPS13B,141
XPNPEP1,141
ZBTB26,141
ZBTB9,141
ZCCHC12,141
ZCCHC2,141
ZFP28,141
ZNF189,141
ZNF273,141
ZNF575,141
ZNF677,141
HDAC5,142
ASXL1,142
TAF4,142
PIAS2,142
DLX5,142
ING2,142
NRL,142
MAZ,142
RBL1,142
ADPRHL1,142
ATP11C,142
B9D2,142
BBS12,142
C15orf40,142
C2orf68,142
CC2D2A,142
CNNM2,142
EHD4,142
FEZ2,142
GABRE,142
HCFC1R1,142
HHIPL1,142
KLHDC1,142
LPIN3,142
MAJIN,142
MAS1,142
N4BP1,142
NBAS,142
NYX,142
PHACTR4,142
RENBP,142
SGSM2,142
SLC7A14,142
SNTG2,142
SQOR,142
SRR,142
TCP11L1,142
TERB2,142
THAP10,142
THAP5,142
THAP6,142
THAP8,142
TMCO3,142
TMEM187,142
TMEM231,142
TSTD2,142
ZNF786,142
ZNF816,142
TRIP13,143
TRIM31,143
MYOCD,143
AIRE,143
BRD1,143
POU2F1,143
BTAF1,143
ZIC1,143
BCOR,143
EPC1,143
MED30,143
BRWD1,143
ASL,143
ASPHD1,143
BACE2,143
BHLHA9,143
BMERB1,143
C16orf54,143
C16orf92,143
C2CD4D,143
C3orf14,143
C8orf37,143
CABP4,143
CC2D1B,143
CKMT1B,143
CLCNKB,143
CLRN1,143
CNGB1,143
CNGB3,143
CYP4V2,143
DYNLRB2,143
FAM161A,143
FAM171A2,143
GDPD3,143
GRK1,143
GRK7,143
GUCA1A,143
GUCA1A-2,143
GUCA1B,143
GUCY2D,143
HAAO,143
IGSF9B,143
IMPG2,143
KLRG2,143
LAMB4,143
LMTK3,143
LRRTM3,143
LYPD6B,143
NAV2,143
NKX2-4,143
NPEPPS,143
OTOL1,143
PCARE,143
PDE6G,143
PIGN,143
PLXNA3,143
PLXNA4,143
PRRT2,143
RDH12,143
RDH8,143
REEP6,143
RGR,143
RP1L1,143
RPS6KC1,143
RRH,143
SATL1,143
SGTB,143
SLC35F6,143
SMLR1,143
SPATA7,143
ST8SIA5,143
TATDN3,143
THEG,143
TMEM145,143
TMEM200C,143
TMEM219,143
TMEM70,143
TMEM71,143
TPK1,143
TRAPPC11,143
TRMT13,143
TTC8,143
TULP1,143
USF3,143
VXN,143
WWC2,143
ZDHHC14,143
ZG16,143
ZNF317,143
HMGN1,144
AKT3,144
EHMT1,144
LHX2,144
ACOT13,144
ALOX12B,144
AQP12A,144
AQP12B,144
BPIFB1,144
C11orf54,144
C15orf65,144
C4orf33,144
C9orf116,144
C9orf129,144
CCDC85B,144
CEP57,144
CEP72,144
CHKB,144
CHRNB1,144
CIB2,144
CLN3,144
CNN3,144
CRAMP1,144
CYP27C1,144
DCDC2,144
DEFA1,144
DEFA1B,144
DNLZ,144
DOP1B,144
ELOVL3,144
EPS8L3,144
EXT1,144
FAM117A,144
FAM240B,144
FUT9,144
GALT,144
GLYCTK,144
GRTP1,144
GUCY1A2,144
HDHD3,144
HPS3,144
IFNW1,144
JADE2,144
KCNH6,144
KCNMB1,144
KIAA0319,144
KRTAP6-1,144
LOC102724788,144
LY6G5C,144
MAD2L1BP,144
MAGEB2,144
MEAK7,144
MEIKIN,144
MUC21,144
NAPA,144
NAPB,144
NBPF19-2,144
NLRP5,144
NUDT10,144
NXPE4,144
PCDH17,144
PDE9A,144
PDILT,144
PHACTR3,144
PIGP,144
PLET1,144
PLSCR4,144
PRR20B,144
PRSS16,144
RNF183,144
RNF186,144
RNF212,144
RNF26,144
SAMD13,144
SBF2,144
SCN2B,144
SELENOO,144
SLC31A2,144
SLC3A1,144
SLC7A9,144
SOGA1,144
SURF1,144
SYCE2,144
TAFA4,144
TBC1D2,144
TBC1D2B,144
TBC1D30,144
TEX30,144
TEX37,144
TMEM50B,144
TNXB,144
TSSK6,144
UBXN2A,144
UBXN2B,144
UBXN8,144
ZBED4,144
ZBTB41,144
ZBTB44,144
ZNF627,144
ZW10,144
COPS2,145
NEUROG1,145
CREB3L1,145
ID3,145
AKAP7,145
BTBD3,145
CDC42SE2,145
CISD3,145
COX20,145
DENND5B,145
KCTD12,145
LCA5L,145
MSRB1,145
NEK6,145
OR2T12,145
OR2T33,145
OR2T8,145
PIANP,145
RASA2,145
RPUSD4,145
SH3BGR,145
SH3BGRL,145
SLC24A3,145
TSTD1,145
XAGE2,145
YBEY,145
CTNNB1,146
DDB2,146
ASB6,146
HOXB1,146
ADAM30,146
ADAMTS16,146
CRTAP,146
DTWD1,146
EHBP1L1,146
ERN2,146
FAM214A,146
FAM3C,146
FLVCR2,146
FOXB1,146
FXYD6,146
GABRQ,146
GALNT6,146
GPC2,146
ICA1,146
KDELR2,146
KDELR3,146
MBLAC1,146
MFSD5,146
MFSD8,146
NBPF1,146
PI15,146
POMP,146
RTN4RL2,146
SEC24D,146
SELENOK,146
SELENON,146
SLC29A2,146
TENT5A,146
TMEM262,146
TMEM38B,146
DDX20,147
PDGFB,147
NR1I2,147
MAF,147
MDM4,147
BMPR1A,147
CDX2,147
GTF2H2,147
SUFU,147
TRIB3,147
E2F6,147
SIX1,147
ACP4,147
ADAMTS20,147
ADGRA2,147
AJM1,147
ANHX,147
ANKRD23,147
ANKRD42,147
ARHGAP21,147
ARHGEF38,147
ASB1,147
ASB11,147
ASB12,147
ASB13,147
ASB15,147
ASB7,147
C11orf1,147
C12orf43,147
C19orf25,147
CAPN15,147
CCN6,147
CEMIP,147
COA7,147
CYS1,147
DKKL1,147
ENKUR,147
ENSP00000497509,147
FAM126A,147
FLYWCH1,147
FRMD5,147
GSKIP,147
JAM3,147
JRK,147
KIF24,147
KIF2B,147
KLHL29,147
KREMEN2,147
LECT2,147
LZTFL1,147
MARVELD2,147
METTL11B,147
MGME1,147
MYO1D,147
NCALD,147
NDP,147
NDRG2,147
NDUFAF3,147
NEK9,147
NEURL2,147
NXN,147
NXNL2,147
PCDH8,147
PITPNM1,147
PRELP,147
PRICKLE3,147
PRICKLE4,147
RFESD,147
RNF128,147
RSPO4,147
SAPCD1,147
SLC2A13,147
SLITRK5,147
SP5,147
SPATA6,147
SPATA9,147
SPSB4,147
STARD8,147
SYS1,147
THAP3,147
TIGD3,147
TRIAP1,147
TSPAN12,147
UBTD1,147
UPP1,147
URAD,147
ZFP82,147
ZNF394,147
ZNF576,147
FXR1,148
NFX1,148
KDM5D,148
NFATC1,148
PDGFA,148
GEMIN2,148
MEIS1,148
TEAD4,148
AADAC,148
ABCB8,148
ABHD8,148
ADGRV1,148
AGAP5,148
ANKRD20A2,148
ARMH4,148
B4GALNT1,148
BMP8A,148
C19orf48,148
CABS1,148
CBLL2,148
CES2,148
CES4A,148
CHRDL1,148
CHRDL2,148
CHST11,148
CLCA2,148
CLIC5,148
CTDNEP1,148
CYP20A1,148
CYP2A13,148
CYP2A7,148
CYP2J2,148
CYP2S1,148
CYP3A43,148
CYP4F2,148
CYP4F3,148
DEFB123,148
DGCR6,148
DHRS4L2,148
DISP2,148
E7ENQ6_HUMAN,148
EFCAB7,148
EHD1,148
FAM72A,148
FAM72B,148
FAM72C,148
FAM72D,148
FAM90A1,148
FBXO28,148
FGD6,148
FGL1,148
GATD1,148
GGCX,148
GLI4,148
GMDS,148
GPRIN2,148
GUCA2A,148
GUCY2C,148
HEPACAM2,148
IGHV3-43D,148
IGHV3OR16-9,148
IGSF1,148
J3QRE1_HUMAN,148
KLK11,148
KLK14,148
LGI1,148
LOC102724770,148
LRIG2,148
LRIG3,148
LRRC36,148
LRRC70,148
MAATS1,148
MAGEB1,148
MANF,148
MID1IP1,148
MIER2,148
MS4A12,148
MSMO1,148
MYORG,148
NPY4R2,148
NRSN2,148
NXPH3,148
OR13H1,148
OSGIN1,148
OTOG,148
OTOGL,148
PCDH18,148
PEX26,148
PHLDB2,148
PKHD1,148
PRND,148
PROCR,148
RAB3A,148
RBBP9,148
RDH5,148
RGMB,148
SCGB1C1,148
SCGB1C2,148
SERF1B,148
SFTA3,148
SLC19A3,148
SLC22A8,148
SLC25A1,148
SLC66A3,148
SLC6A14,148
SLITRK6,148
SLX1B,148
SNX11,148
SORCS1,148
SPATA46,148
SPRY3,148
ST6GALNAC3,148
ST6GALNAC4,148
ST8SIA1,148
SULT1A1,148
SYDE2,148
TAPT1,148
TBCCD1,148
TEX12,148
TLL1,148
TMBIM1,148
TMC1,148
TMCO1,148
TMEM114,148
TTLL3,148
TTPA,148
TULP2,148
UBIAD1,148
UGT1A5,148
UGT2A2,148
UGT2B11,148
UGT2B28,148
UQCC1,148
VKORC1,148
VWCE,148
WDR49,148
ZBBX,148
ZNF492,148
ZNF667,148
ZNF747,148
ZNF98,148
STAT4,149
ASCC3,149
COIL,149
PPP3R1,149
TRIM27,149
SOX11,149
ACSS3,149
ANKRD40,149
ARHGEF35,149
CARNMT1,149
CLCN7,149
CMTM1,149
COL14A1,149
COL6A5,149
COL6A6,149
DCPS,149
ENSP00000497305,149
FAM181A,149
FAM181B,149
GJA4,149
HEXD,149
HSFY2,149
KAZN,149
LGALS7,149
LGALS7B,149
LOC100509620,149
LRRC28,149
LRRTM4,149
MOB1A,149
MRPL48,149
NAPG,149
NDST4,149
OSTM1,149
RAB44,149
RFX8,149
SLC35A1,149
SLC35A4,149
SLC5A3,149
SLC6A12,149
SLC6A13,149
SSX2IP,149
STIM2,149
STK24,149
TCN2,149
TCP11,149
TSPY2,149
VGLL3,149
VGLL4,149
ZNF503,149
ARID1A,150
LIN28A,150
PQBP1,150
VSX2,150
ACBD5,150
AIG1,150
ATP2B3,150
BTN3A2,150
C12orf40,150
C1orf131,150
C3orf80,150
C5orf30,150
CABP2,150
CCDC43,150
CCDC93,150
CNTROB,150
DEFB119,150
DTX4,150
FAM122A,150
FAM167A,150
FAM228B,150
FOXD4L1,150
FOXI2,150
GCAT,150
GCSAML,150
HINT3,150
INAVA,150
ISM1,150
ISM2,150
MAGEB18,150
MINAR1,150
NAA25,150
NECAB2,150
NPC2,150
NPIPA1,150
NT5DC1,150
NUCB1,150
OR2B3,150
RAB6B,150
RCAN3,150
RTL9,150
SERF1A,150
ST8SIA2,150
TMEM200A,150
TMLHE,150
TRIM42,150
TRIM9,150
TSEN54,150
TSSK2,150
TSSK4,150
UBASH3A,150
WASHC4,150
WDR91,150
SMARCA2,151
TAF15,151
NSD1,151
PAX8,151
NEUROG2,151
SPEN,151
AFMID,151
ARHGEF10L,151
C5orf22,151
CLDN18,151
CLDN9,151
FAM193B,151
FNDC4,151
GNAT2,151
HAUS7,151
LCMT1,151
MOSMO,151
NXNL1,151
OPN1MW,151
OVCA2,151
PDE6H,151
PEMT,151
PRSS56,151
SLAIN2,151
SLC17A8,151
SLC6A5,151
SRPRB,151
TBC1D9B,151
TDRD1,151
TMEM215,151
TSPAN7,151
ZC4H2,151
SRSF6,152
CHD8,152
VHL,152
CHAF1A,152
TAF5,152
TCEA2,152
TBX3,152
SAP30BP,152
MAML3,152
ADD3,152
BEND7,152
C9orf152,152
CCDC185,152
CLCNKA,152
