gene,level
GSX1,191
GSX2,191
IER3IP1,191
INTS14,191
IRX1,191
IRX2,191
IRX3,191
IRX6,191
KCNJ6,191
LAMP5,191
LHX5,191
LHX6,191
LRCH3,191
LRRC10,191
LRTM1,191
MDGA1,191
MFRP,191
MGAT4A,191
MOB4,191
MPPED2,191
MRPS21,191
MYRIP,191
NECAB1,191
NECAB3,191
NEUROD4,191
NKX6-3,191
NRCAM,191
OPN4,191
OS9,191
OSTN,191
POU4F3,191
PPY,191
PRR13,191
RALGPS1,191
RASAL2,191
RBP7,191
RCVRN,191
RFPL1,191
RFPL2,191
RFPL3,191
RFX7,191
RLBP1,191
RMND5A,191
RNASE8,191
S100A13,191
SEC24A,191
SEMA5A,191
SEMA5B,191
SERGEF,191
SLC17A6,191
SLC32A1,191
SLC35F1,191
SLC36A2,191
SLC38A8,191
SLC49A4,191
SLIT1,191
SOX14,191
SP8,191
SS18L2,191
SYT4,191
TANC1,191
TATDN1,191
TIMM10,191
TIMM22,191
TIMM9,191
TMEM126B,191
TOMM7,191
TSHZ1,191
UHRF1BP1L,191
VAX1,191
VAX2,191
VCX,191
VCX3B,191
ZDHHC17,191
ZFAND2A,191
ZFAND3,191
ZFAND5,191
ZFAND6,191
ZIC4,191
ZNF706,191
STAT5B,192
MAPK12,192
GTF2H3,192
ABHD2,192
ACOT2,192
ACPP,192
ADGRB2,192
ADGRB3,192
ADGRD1,192
AGR3,192
AMMECR1L,192
AMPD1,192
ATF7IP2,192
ATP6V1A,192
BBS1,192
BBS2,192
C1orf43,192
CA12,192
CASQ1,192
CNOT10,192
CNST,192
CORIN,192
CPEB2,192
CRELD1,192
CTIF,192
CTSV,192
CYB5A,192
CYB5B,192
CYB5D2,192
CYP2R1,192
DCTPP1,192
DNAJC14,192
DOK5,192
EEF1AKMT1,192
EEF1AKMT2,192
EEF1AKMT3,192
EEF1AKMT4,192
ERP27,192
FAM83A,192
FASTKD3,192
FMO5,192
GATM,192
GFY,192
GIPC2,192
GRIP2,192
HPR,192
HTR2B,192
ISYNA1,192
KTN1,192
LIM2,192
MAGEA1,192
MEI4,192
METTL21A,192
MID1,192
MPLKIP,192
MTMR14,192
MTRNR2L8,192
NENF,192
NEURL4,192
NUBP1,192
NUDT15,192
PABPC1L,192
PABPC3,192
PAGE4,192
PAPSS1,192
PAPSS2,192
PAQR5,192
PAQR6,192
PAQR9,192
PASK,192
PBDC1,192
PDE6B,192
PDLIM3,192
PEF1,192
PGAM4,192
PIBF1,192
PNRC1,192
PRPH2,192
PRR35,192
RABGAP1,192
RDH11,192
RIC8B,192
RIMS2,192
RNF208,192
RUSC2,192
RXFP2,192
SCGB2A2,192
SECISBP2,192
SLC18A2,192
SLC50A1,192
SMTNL1,192
SYPL1,192
TIPRL,192
TMBIM4,192
TMEM198,192
TMEM207,192
TMEM97,192
TMSB10,192
TMUB2,192
TTC9,192
TTLL12,192
TUBA3E,192
TXK,192
UNC45B,192
UNK,192
VCPKMT,192
VPS33B,192
WFDC2,192
ZBTB37,192
IKBKB,193
ADAM32,193
ALAD,193
BNIP2,193
BOC,193
CDH15,193
CDON,193
CPOX,193
CTNNA2,193
CYB561D1,193
DSCAM,193
DTD2,193
FMO3,193
GALK2,193
GOLGB1,193
IGFALS,193
KCNH4,193
MAP3K10,193
MAP7D2,193
MAPK15,193
MAPK1IP1L,193
MPST,193
MPZL1,193
MYLK3,193
NABP1,193
NPM2,193
ORM1,193
PLXNB2,193
PNCK,193
PRDM11,193
RCSD1,193
SCN4A,193
SNTA1,193
SNTB1,193
SPRYD7,193
STK32B,193
STK39,193
SYNJ2BP,193
TPSAB1,193
TRMO,193
TWF2,193
ULBP1,193
ULBP2,193
ULBP3,193
NR3C1,194
ANGPTL8,194
CTNNAL1,194
GPR83,194
HSBP1L1,194
KCTD14,194
KDF1,194
KLHL20,194
KLHL21,194
MAP3K13,194
MARCHF2,194
PYDC1,194
SASH1,194
SPATA2,194
TRAPPC9,194
TRIM40,194
TUBA3D,194
ZC3H7A,194
CEBPD,195
ABCA3,195
ACSL3,195
ACSL4,195
ADCYAP1R1,195
ADRA2A,195
ANKK1,195
ASIC1,195
AVPR1B,195
CAPZA3,195
CLMP,195
CPVL,195
CRHBP,195
CSN1S1,195
CYP21A2,195
CYP2A6,195
CYP3A5,195
CYP3A7,195
CYP51A1,195
DCTN2,195
DCTN3,195
DCTN5,195
DCTN6,195
DYNC1I1,195
DYNC1LI1,195
DYNC1LI2,195
EID3,195
FLAD1,195
GABRP,195
GLCCI1,195
IPO13,195
LANCL1,195
MC2R,195
NOCT,195
NPY1R,195
NPY5R,195
OLFM3,195
PCYOX1,195
PTMS,195
RAB24,195
RCOR3,195
RLN2,195
SCNN1A,195
SERPINA6,195
SKA2,195
SLC6A9,195
STK10,195
STOX1,195
TAT,195
TTLL10,195
TTLL5,195
UBE2G1,195
UGT2B7,195
UNC45A,195
VIL1,195
XPNPEP3,195
YIPF6,195
ZBTB20,195
TLR4,196
KHDRBS1,196
APOBEC3A,196
APOBEC3D,196
APOBEC3F,196
APOBEC3H,196
ATP2C2,196
C1orf198,196
C6orf132,196
CELF4,196
CELF5,196
CELF6,196
CHCHD7,196
CHI3L2,196
COA6,196
COX5A,196
COX5B,196
COX6A1,196
COX6B1,196
COX6B2,196
CTBS,196
ENSP00000370980,196
FNTA,196
GATC,196
HGSNAT,196
HIRIP3,196
HOOK3,196
LINC01862,196
MT-CO3,196
MTMR1,196
OR52E4,196
OVGP1,196
PCTP,196
PRM2,196
RAB31,196
SLC22A12,196
SLC26A4,196
SLC5A12,196
SLC5A6,196
SLC5A8,196
TRIR,196
TRNP1,196
UQCRC1,196
UQCRQ,196
VNN1,196
WBP2NL,196
CDKN1A,197
ALYREF,197
AMY1B,197
AMY2B,197
ARHGEF5,197
ASS1,197
ATP11B,197
CAP1,197
CARD16,197
CLTB,197
CPN1,197
CTSH,197
ENPEP,197
FABP2,197
FPR3,197
GAREM1,197
GAS7,197
GLTPD2,197
GNA14,197
GNA15,197
GPATCH2L,197
GPR4,197
HPD,197
IFT81,197
LGALS12,197
MAP3K20,197
MAPK8IP3,197
MSRB2,197
MTHFD2,197
NEK7,197
NLRP10,197
NMB,197
NMBR,197
P2RX4,197
PACRG,197
PACSIN3,197
PELI3,197
PRDX5,197
PYY,197
RARRES1,197
RBMS3,197
RNF181,197
RPAIN,197
SCIMP,197
SGCE,197
SIGLEC11,197
SIGLEC6,197
SIRPB1,197
SPON2,197
SRRM4,197
STX2,197
TNN,197
TRIL,197
TRIM69,197
TSEN2,197
UHMK1,197
RELA,198
ABCC3,198
AIFM2,198
ALKBH1,198
BLCAP,198
CCNL1,198
CETN3,198
CLP1,198
DDX19B-2,198
DIRAS2,198
EDC3,198
FAM50A,198
FKBP15,198
FKBPL,198
FNDC3A,198
FYTTD1,198
HECTD3,198
KRT23,198
LEKR1,198
LSM1,198
MCM3AP,198
METTL4,198
NAP1L2,198
NAP1L3,198
NAP1L5,198
NOL3,198
NRDE2,198
NUAK1,198
NXF3,198
NXF5,198
NXT1,198
PABPC4L,198
PCIF1,198
PDIA6,198
PHPT1,198
RBM24,198
RNF144B,198
SAC3D1,198
SAT1,198
TMPRSS11A,198
TNFRSF17,198
TRIM3,198
TRMT10C,198
TRMT5,198
VANGL1,198
WFDC5,198
ZC3H3,198
ZFC3H1,198
ZFP1,198
ZNF385A,198
TARDBP,199
SPI1,199
ESR2,199
AHRR,199
APPBP2,199
AZI2,199
CBLIF,199
CHRM1,199
CNGA1,199
CRIP2,199
CSNK1G1,199
DNTTIP1,199
DTNBP1,199
DYSF,199
ETHE1,199
EXOC6B,199
FAM118B,199
FAM20C,199
FOXRED1,199
GAN,199
GLG1,199
GPC6,199
GPRC5B,199
HYPK,199
IRF2BP2,199
KANK2,199
KANK4,199
KCNJ12,199
L3MBTL4,199
LOC114841035,199
MAP4K1,199
MKRN2,199
MN1,199
MUC3A,199
OR1A1,199
OSBPL5,199
OSBPL8,199
OVOL1,199
OVOL2,199
PDE11A,199
PDE11A-2,199
PEX1,199
POTEJ,199
RNF182,199
RNF25,199
SLCO1B3,199
SLCO2B1,199
SNX32,199
SPSB1,199
TIMM8B,199
TRIM7,199
IL4,200
CDC5L,200
CTCF,200
ABCA7,200
ABCC9,200
ABI3,200
ACRV1,200
ACSBG1,200
ADARB2,200
AKAP1,200
AKR1C3,200
ALS2,200
ANXA11,200
APOBR,200
AQP8,200
ARHGAP25,200
ARHGAP30,200
ARHGAP4,200
AVPR1A,200
BCAM,200
BCAS4,200
C1QC,200
CA4,200
CACNA1H,200
CACNA1I,200
CBLN4,200
CCDC106,200
CD300LB,200
CD37,200
CEP290,200
CFAP410,200
CFAP45,200
CHCHD10,200
CHCHD2,200
CPEB1,200
CPEB4,200
CST7,200
CTSC,200
CYP11B1,200
CYP7B1,200
CYTIP,200
DCP2,200
DHRS11,200
DMRTA2,200
DNAJA4,200
DNAJB2,200
DPP6,200
EXO5,200
FAM107B,200
FERMT3,200
FMC1-LUC7L2,200
FOLR2,200
FOLR3,200
FTL,200
GALE,200
GAPT,200
GLT8D1,200
GMIP,200
GNAT3,200
GOPC,200
GPR141,200
GPR15,200
GPR34,200
GPR37L1,200
GPSM3,200
GRM8,200
GYPA,200
HSD11B2,200
HSD17B1,200
HSD17B10,200
HSD17B2,200
HSD17B6,200
HSD17B7,200
HTR3B,200
IFT74,200
IGLL1,200
INHA,200
INSL3,200
ITM2B,200
ITPR2,200
KBTBD4,200
KCTD2,200
KIF5C,200
KIFAP3,200
KISS1R,200
LAT2,200
LILRA6,200
LRCH1,200
LRMP,200
LRRC25,200
MADD,200
MARCKSL1,200
MCTP1,200
METTL16,200
METTL17,200
MFAP4,200
MOBP,200
MOK,200
MPEG1,200
MS4A14,200
MS4A4A,200
MT-ND4L,200
MT-ND6,200
MYBPC2,200
MYBPC3,200
MYOT,200
NCOA7,200
NDRG3,200
NDUFA11,200
NDUFA2,200
NDUFA3,200
NDUFA4,200
NDUFA4L2,200
NDUFA6,200
NDUFA7,200
NDUFA8,200
NDUFB1,200
NDUFB10,200
NDUFB2,200
NDUFB6,200
NDUFB7,200
NDUFB8,200
NDUFB9,200
NDUFC1,200
NDUFC2,200
NDUFS5,200
NDUFS6,200
NDUFS8,200
NDUFV1,200
NDUFV3,200
NFAM1,200
NKG7,200
NRGN,200
NUTF2,200
P2RX1,200
PAQR7,200
PAQR8,200
PGRMC1,200
PGRMC2,200
PHACTR2,200
PLEKHA7,200
PMPCB,200
PRLHR,200
PTCRA,200
RAB32,200
RAB39B,200
RAMP3,200
RAPGEF5,200
RAPSN,200
RASAL3,200
RBM43,200
RBPMS,200
RD3,200
RERG,200
RNASE6,200
RUNDC3A,200
S100G,200
SASH3,200
SERF2,200
SERPINB6,200
SFTPA2,200
SHISAL1,200
SLC1A1,200
SLC25A39,200
SLC27A4,200
SLC6A2,200
SLC7A2,200
SMCR8,200
SPAST,200
SRA1,200
SRD5A2,200
STX11,200
SYNM,200
TAC3,200
TM2D3,200
TMEM106B,200
TOMM40,200
TRAK2,200
TTBK1,200
UNC13A,200
UNC13B,200
UPF3A,200
VAPB,200
VPREB1,200
VPS54,200
VSNL1,200
WDFY4,200
ZBTB46,200
ZDHHC21,200
ZFAND2B,200
RUNX2,201
KAT5,201
BRD7,201
ACKR1,201
ADAT3,201
AKAP6,201
ARMC7,201
ASPSCR1,201
ATP5IF1,201
ATP6V1D,201
BLACAT1,201
BTN1A1,201
BTNL8,201
BUD13,201
C9orf24,201
CAPN14,201
CCDC12,201
CCDC130,201
CCDC97,201
CCL15,201
CCL16,201
CCL23,201
CCL25,201
CCL27,201
CCL4L2,201
CCR4,201
CD160,201
CD248,201
CD302,201
CD52,201
CD7,201
CGGBP1,201
CHML,201
CHMP4C,201
CIR1,201
CLC,201
CLCA1,201
CLCN1,201
CLDN17,201
CLEC11A,201
CLECL1,201
COL12A1,201
CPA3,201
CPA4,201
CRIPT,201
CTAG1B,201
CXorf56,201
CYSLTR2,201
DBR1,201
DERPC,201
DIXDC1,201
DMPK,201
DNAJC12,201
DNAJC17,201
DNAJC30,201
DNAJC4,201
DNAJC5B,201
DNASE1,201
DRC3,201
DST,201
ECEL1,201
ECM2,201
EML2,201
ENSP00000418875,201
EXOC1,201
EXOC5,201
FADS2,201
FAF2,201
FAM32A,201
FCGBP,201
FDCSP,201
FMN1,201
FRG1,201
FRG2,201
FXYD5,201
GAD2,201
GCKR,201
GCSAM,201
GEMIN8,201
GPATCH1,201
GPR176,201
HDC,201
HOGA1,201
HRH1,201
HRH2,201
HRH4,201
IL1RL2,201
IQSEC2,201
ISX,201
ISY1-RAB43,201
KHDC4,201
KIAA1143,201
KIF3A,201
KLHL6,201
LAMA5,201
LAMP3,201
LMBR1,201
LRMDA,201
LRRC1,201
LRRCC1,201
LRRIQ1,201
LRTOMT-2,201
LSM2,201
LSM6,201
LSM7,201
LTC4S,201
M0R3G1_HUMAN,201
MACO1,201
MADCAM1,201
MAPRE2,201
MDFIC,201
MIER3,201
MOXD1,201
MRGPRX2,201
MS4A2,201
MYOM1,201
MYRF,201
NAA38,201
NAALADL1,201
NCBP2L,201
NFATC2IP,201
NMU,201
NPY2R,201
NSRP1,201
OR2C1,201
OR2H2,201
ORMDL3,201
OSTF1,201
PCDHA1,201
PCDHA10,201
PCDHA11,201
PCDHA12,201
PCDHA13,201
PCDHA2,201
PCDHA3,201
PCDHA5,201
PCDHA6,201
PCDHA7,201
PCDHA8,201
PCDHA9,201
PCDHAC1,201
PCDHAC2,201
PDC,201
PDCD10,201
PDCL,201
PDE4DIP,201
PDIA5,201
PHLDA2,201
PLK5,201
PLS3,201
PRCC,201
PRDM5,201
PRDM9,201
PRELID1,201
PRMT7,201
PRPF40B,201
PRR11,201
PSME3IP1,201
PTGDR2,201
QTRT1,201
RBM12,201
RBM48,201
RGMA,201
RNF113A,201
RSRC2,201
RUFY4,201
SAMSN1,201
SCNM1,201
SDE2,201
SERPINB4,201
SERPINB7,201
SERPINB8,201
SFI1,201
SFXN5,201
SIGLEC8,201
SLAMF6,201
SLC18B1,201
SLC39A1,201
SLC6A1,201
SNRNP48,201
SPACA6,201
SPATS1,201
SPINK5,201
SRARP,201
SRP72,201
SRRM3,201
SYF2,201
TCERG1L,201
TDO2,201
THOC3,201
THUMPD3,201
TLCD3A,201
TMEM121,201
TMEM189,201
TMEM33,201
TMIGD2,201
TNFSF9,201
TNNT3,201
TPBG,201
TPO,201
TRAF3IP1,201
TRAK1,201
TRIM8,201
TRIO,201
TSPAN32,201
TTC14,201
TXNL4A,201
U2AF1L4,201
UBL5,201
USB1,201
WDR24,201
WDR25,201
WDR70,201
WDSUB1,201
WSB1,201
YJU2,201
ZC2HC1C,201
ZC3H11A,201
ZCWPW1,201
ZMYM1,201
ZNF318,201
ZNF35,201
ZNF830,201
ZPBP2,201
EGF,202
POLR1C,202
EIF2AK2,202
AASDHPPT,202
AHNAK2,202
ALKBH6,202
AMTN,202
ARHGEF17,202
ATAT1,202
ATP2A1,202
ATP2A3,202
ATXN1L,202
BARX1,202
BCL7A,202
BCL7B,202
BCL7C,202
BICRAL,202
C3orf18,202
CA10,202
CA2,202
CA7,202
CCDC136,202
CCDC30,202
CCZ1,202
CDH6,202
CEMP1,202
CEP164,202
CKAP5,202
CLEC2D,202
CNOT11,202
COL9A1,202
COX15,202
CWF19L1,202
D2HGDH,202
EEF1AKNMT,202
EFCAB1,202
ELOVL4,202
EMCN,202
ENAM,202
ENSP00000485259,202
EVC2,202
EYA1,202
FBXL12,202
FKBP6,202
FOXR1,202
GGH,202
GMPPA,202
GPATCH3,202
GPR50,202
HACD1,202
HACD3,202
HAPLN1,202
HHIP,202
HPS5,202
HPSE2,202
IKBIP,202
IL4I1,202
KAT14,202
KCNIP4,202
LRRC42,202
MATN1,202
METTL6,202
MICU2,202
MOGS,202
MRAP,202
MTURN,202
MUCL3,202
MYH8,202
MYO9A,202
NAA60,202
NAGPA,202
NOTCH2NLA,202
NOTCH2NLB,202
NOTCH2NLC,202
OGN,202
OMD,202
OSCAR,202
PANX3,202
PCDH9,202
PHEX,202
PHOSPHO1,202
PHTF1,202
PHTF2,202
PID1,202
PLAC1,202
PNISR,202
POR,202
PRKD3,202
PTH1R,202
PTPN4,202
RASSF8,202
REPIN1,202
ROBO2,202
ROR2,202
RSPRY1,202
RTL1,202
SAMD15,202
SH3RF2,202
SLC1A6,202
SLC20A1,202
SLC20A2,202
SLC25A28,202
SLC4A1AP,202
SLC5A7,202
SNX20,202
SPATA5,202
SPATA5L1,202
SRD5A1,202
ST6GAL2,202
STK11IP,202
TAZ,202
TCTE1,202
TENT4B,202
TINAGL1,202
TLE4,202
TLE5,202
TMED1,202
TMEM108,202
TMEM190,202
TMEM8B,202
TRIM68,202
TSPAN4,202
UCKL1,202
UCMA,202
UPF3B,202
VPS53,202
WBP2,202
WDR64,202
ZBTB49,202
ZBTB8A,202
ZC3H4,202
ZKSCAN7,202
ZNF513,202
ZNF521,202
ZSWIM1,202
TLR2,203
ATRX,203
ACER1,203
ADAM19,203
ADAMTS12,203
ADAMTS2,203
ADAMTS7,203
ADARB1,203
ADGRE3,203
ADGRE5,203
ADH1C,203
AFAP1L2,203
AGBL2,203
AMPH,203
ANXA6,203
AP2B1,203
AP2M1,203
AP2S1,203
APOBEC3G,203
ASGR2,203
BBS10,203
BSND,203
C12orf10,203
C1R,203
C1S,203
CAGE1,203
CCBE1,203
CCDC50,203
CDKL2,203
CELSR1,203
CELSR2,203
CELSR3,203
CHMP6,203
CHMP7,203
CLDN16,203
CLDN19,203
CLEC14A,203
CMPK2,203
CNIH1,203
CNTN3,203
CNTNAP1,203
CNTNAP3,203
CNTNAP4,203
CNTNAP5,203
COQ6,203
CPSF4,203
CRTAC1,203
CSPG5,203
CUBN,203
DEFB118,203
DGKH,203
DNAJC3,203
DNER,203
DOHH,203
DPH1,203
DPH2,203
DPH5,203
DUS1L,203
DUS2,203
EDEM1,203
EDIL3,203
EFEMP1,203
EGFL6,203
EGFL8,203
EIF2B5,203
ENDOU,203
EOGT,203
EPN1,203
EPN2,203
EPN3,203
EPS15L1,203
EPSTI1,203
ESM1,203
EXOC4,203
F10,203
F7,203
F8,203
F9,203
FAT2,203
FBXL2,203
FBXL20,203
FECH,203
FGF12,203
FGFBP1,203
FNBP1,203
GBP3,203
GBP4,203
GLA,203
GLRA2,203
GNAZ,203
GP2,203
GPR78,203
GRID2,203
GSTA2,203
GSTM2,203
GSTM4,203
GSTM5,203
GXYLT1,203
GXYLT2,203
HABP2,203
HAS3,203
HEMK1,203
HERC6,203
HERPUD1,203
HIP1R,203
HPX,203
HYAL1,203
HYAL3,203
IFIT1B,203
IFNE,203
IFNK,203
IFNL2,203
IFNL3,203
IFRD1,203
IFT122,203
IL5RA,203
IVL,203
KCTD11,203
KRT12,203
KRT15,203
LAMA3,203
LAMA4,203
LAMB3,203
LAP3,203
LDLR,203
LDLRAP1,203
LFNG,203
LGR6,203
LNX2,203
LOR,203
LPA,203
LPAR4,203
LRP3,203
LY6E,203
MACF1,203
MASP1,203
MASP2,203
MBTPS2,203
MEGF10,203
MEGF11,203
MEGF6,203
MEGF8,203
MEGF9,203
MEMO1,203
MESD,203
MFAP5,203
MFNG,203
MGAT5,203
MUC15,203
MUC17,203
NOP16,203
NRG3,203
NRG4,203
NRXN2,203
NRXN3,203
NT5C3A,203
NTN4,203
OLFM4,203
PCOLCE,203
PCSK2,203
PDIA4,203
PEAR1,203
PILRA,203
PLA2R1,203
PLP1,203
PLPP2,203
PLPP3,203
PLSCR1,203
PNLIP,203
POFUT1,203
POFUT2,203
POGLUT1,203
POGLUT2,203
PPP1R15B,203
PRKRIP1,203
PTPN18,203
PTPN3,203
QTRT2,203
R3HCC1,203
RELN,203
RFNG,203
RHBDF1,203
RNF213,203
ROBO3,203
RPUSD2,203
RSPO3,203
RTP4,203
RUBCN,203
RUSC1,203
SAAL1,203
SAMD9,203
SAMD9L,203
SCARF2,203
SCT,203
SCTR,203
SCUBE1,203
SCUBE2,203
SERPINF1,203
SGIP1,203
SH3GL1,203
SH3GL2,203
SH3KBP1,203
SHB,203
SHFL,203
SHISA5,203
SLC10A1,203
SLC12A1,203
SLC35A2,203
SNAP91,203
SNX1,203
SNX3,203
SNX4,203
SNX5,203
SNX6,203
SPATS2L,203
STEAP1,203
SVEP1,203
SYT1,203
TENM3,203
TENM4,203
TFF2,203
THAP12,203
THSD7A,203
TINAG,203
TMEM222,203
TMPRSS15,203
TNNI1,203
TNR,203
TOM1L1,203
TOM1L2,203
TRIM14,203
TRIM35,203
TRIM56,203
TRMT61A,203
TRMT61B,203
TRPM6,203
TSSK3,203
TYMP,203
USP6NL,203
VAMP3,203
VAMP8,203
VIP,203
WDR55,203
WNT9B,203
XYLT2,203
ZCCHC7,203
HNRNPK,204
ABCB7,204
ADAM8,204
ADGRE2,204
ADGRL1,204
ADGRL2,204
ADGRL3,204
AFAP1,204
AFF2,204
AKAP9,204
ALAS2,204
ALOX5AP,204
ALPK1,204
ANKRD36,204
AOAH,204
AP3B2,204
APOC3,204
AQP7,204
AQP9,204
ARHGEF9,204
ASTN2,204
BCAN,204
BEND2,204
BPI,204
C1QB,204
C4A,204
C4B,204
C5AR2,204
CCDC186,204
CCDC71,204
CD14,204
CD180,204
CD200R1,204
CD300A,204
CD300LF,204
CD46,204
CD53,204
CD84,204
CD93,204
CDKL5,204
CEACAM3,204
CEACAM4,204
CEP126,204
CEP350,204
CFB,204
CFP,204
CHIA,204
CHIC1,204
CLEC10A,204
CLEC12A,204
CLEC1B,204
CLEC4A,204
CLEC4C,204
CLEC4D,204
CLEC4M,204
CLEC5A,204
CLEC9A,204
CNPY3,204
CNPY4,204
CNTD1,204
COL4A5,204
CSF2RA,204
CSTA,204
DAP,204
DEFB103A,204
DEFB4B,204
DIAPH2,204
DLG2,204
DLG3,204
DMRT2,204
DMXL1,204
F13A1,204
F5H5T6_HUMAN,204
FAM207A,204
FCAR,204
FCER1A,204
FCGR1B,204
FREM1,204
FXYD1,204
GABBR1,204
GBP5,204
GHITM,204
GIMAP4,204
GPR183,204
GPR65,204
GPR84,204
GPRIN1,204
GRIPAP1,204
GYPC,204
HACE1,204
HBA1,204
HCN2,204
HLA-DMA,204
HLA-DMB,204
HLA-DPA1,204
HLA-DQA1,204
IGSF6,204
KEL,204
KLK5,204
LAPTM5,204
LHFPL1,204
LILRA1,204
LILRA2,204
LILRA4,204
LILRB1,204
LILRB3,204
LMLN,204
LST1,204
LTA4H,204
LY75,204
LY75-CD302,204
LY86,204
MAGEC3,204
MAGT1,204
MARCO,204
MDH2,204
MEPE,204
MPP2,204
MPPE1,204
MS4A6A,204
MS4A7,204
MYBPH,204
MYO1F,204
NANOS1,204
NEK10,204
NELL1,204
NEU1,204
NEU2,204
NEU4,204
NLRC3,204
NTNG1,204
OAS3,204
OPHN1,204
P2RY13,204
P2RY6,204
PADI4,204
PANX1,204
PCDH11X,204
PCDH11Y,204
PHF13,204
PIGA,204
PLB1,204
PPP1R12B,204
PRRG4,204
PRSS57,204
PTGER2,204
PTGIR,204
QPCT,204
RAB11FIP2,204
RAB3GAP2,204
RNASE7,204
RNF216,204
SAA2-SAA4,204
SAA4,204
SCARF1,204
SCN2A,204
SERPING1,204
SFR1,204
SFTPA1,204
SFTPD,204
SIGLEC10,204
SIGLEC14,204
SIGLEC5,204
SIGLEC5-2,204
SIGLEC7,204
SIGLEC9,204
SLA,204
SLAMF8,204
SLC15A3,204
SLC7A7,204
SMN2,204
SORL1,204
SP140L,204
SPIN3,204
SPTA1,204
SRGN,204
STAB1,204
SWI5,204
TAGAP,204
TASOR,204
TENM1,204
TEX2,204
THEMIS2,204
TIMM8A,204
TMEM119,204
TMEM127,204
TMEM214,204
TNFAIP8L2,204
TRIM58,204
TUSC3,204
UNC93B1,204
USP34,204
USP9Y,204
VNN2,204
VSIG4,204
XCR1,204
XKRX,204
ZBTB21,204
ZBTB4,204
ZFY,204
ZG16B,204
ZMYM5,204
ZNF711,204
ZNF81,204
MDM2,205
A1CF,205
ANP32A,205
APOBEC3C,205
B4GALT7,205
BCAS1,205
C9orf64,205
CHRNB4,205
CHRND,205
CHRNE,205
DESI1,205
DLX6,205
DNAJC8,205
DNASE1L1,205
FNBP1L,205
GDI2,205
GLE1,205
GZMK,205
HNRNPLL,205
KHDRBS3,205
KIF27,205
KIF3C,205
LRRK1,205
LSM5,205
LSM8,205
MAGOHB,205
MEX3A,205
MEX3D,205
MRFAP1,205
NOVA1,205
NOVA2,205
NRN1,205
NXF2,205
NXF2B,205
PAPOLB,205
PCDHB14,205
PDXK,205
PPP4R1,205
PRR3,205
RAVER1,205
RBM12B,205
RBM42,205
RTTN,205
SENP2,205
SEPTIN2,205
SF3A2,205
SF3B4,205
SNRNP27,205
SNX9,205
SPRR1B,205
STAU2,205
TGM1,205
TM4SF20,205
TNP1,205
TNP2,205
TPRKB,205
TSN,205
TUNAR,205
UBE3C,205
UEVLD,205
WDR1,205
ZBTB18,205
ZCCHC13,205
ZFP36L2,205
EGR1,206
AASDH,206
ACAA1,206
ACAD11,206
ACAD8,206
ACAD9,206
ACADS,206
ACADSB,206
ACOX2,206
ACOXL,206
AGGF1,206
AKAP5,206
ALDH16A1,206
ALDH1B1,206
ALDH3B1,206
ARIH2,206
ARR3,206
CACNG3,206
CACNG4,206
CACNG8,206
CAMK2B,206
CRADD,206
CRIP1,206
CRYZL1,206
CYGB,206
DHCR24,206
DHRS2,206
DYRK2,206
EI24,206
ENSP00000493273,206
EPB41L1,206
FDXR,206
GCDH,206
GRIA4,206
HERC1,206
HIPK1,206
HSD17B4,206
HTD2,206
IVD,206
KIF5A,206
LNX1,206
MAGEA2B,206
MARCHF6,206
MARCHF7,206
MMD2,206
MYCBP2,206
MYLIP,206
MYO6,206
NBPF10,206
NDC1,206
NPIPB3,206
NUP107,206
NUP188,206
NUP210,206
NUP35,206
NUP37,206
NUP43,206
NXPE1,206
PCDH10,206
PDE4D,206
PERP,206
PGAM2,206
PHLDB3,206
PJA2,206
PLP2,206
POM121,206
PPP1R13B,206
PPP1R7,206
PTH2R,206
PYHIN1,206
RAB3IP,206
RASSF3,206
RASSF6,206
RBM38,206
RFFL,206
RNF114,206
S100A14,206
S100A2,206
S100A6,206
SCP2,206
SCP2D1,206
SEH1L,206
SENP5,206
SHANK1,206
SLC14A2,206
SLC35E3,206
SLURP1,206
SMIM24,206
STOML1,206
TAAR1,206
TCAP,206
TENM2,206
TP53AIP1,206
TP53I3,206
TRIM23,206
TRIM47,206
TRIM67,206
TSPAN31,206
UBE2D4,206
UBE2H,206
UBE2J2,206
UBE2Q1,206
UBE2Q2,206
UBE2R2,206
ZCCHC10,206
ZKSCAN4,206
ZMAT3,206
ZNF668,206
SUZ12,207
ANKH,207
APOLD1,207
ARC,207
CARF,207
CDK5R2,207
CHAC1,207
CIDEC,207
CIZ1,207
COL9A2,207
COLEC12,207
CSRNP1,207
DDAH1,207
ELMSAN1,207
GABRG2,207
GALNT3,207
GLRA1,207
IER2,207
IER5,207
INTS13,207
KCNH8,207
LHB,207
MIDN,207
NKX3-2,207
NPTX2,207
PDYN,207
PHLDA1,207
PNMT,207
RIT2,207
SAMHD1,207
SH3GL3,207
SH3TC2,207
SIK1,207
SIK1B,207
SLC15A1,207
SLC16A6,207
SPOCK1,207
TAS2R1,207
VGF,207
ZNF45,207
POU5F1,208
ADAP2,208
AMBN,208
ARMC12,208
ASXL3,208
C16orf86,208
CACNA2D1,208
CASP8AP2,208
CNPY1,208
CRLF3,208
DPP10,208
EHBP1,208
EPOP,208
EVI2A,208
EVI2B,208
FHDC1,208
G2E3,208
GATD3A,208
GNMT,208
GVQW3,208
